user,movie,rating,random
233,494,3,0.729075131
361,736,5,0.521219462
19,101,3,0.744944767
580,589,4.5,0.137061956
313,357,3.5,0.665284128
160,36,4,0.553785594
355,733,3.5,0.730585403
510,358,1,0.861534548
73,172,3.5,0.476459026
246,595,3,0.616477634
152,593,4.5,0.515362083
596,111,5,0.81810844
514,302,3,0.949607413
19,296,5,0.776762275
575,954,4,0.42736213
584,296,4,0.587131634
388,292,1,0.300074039
235,592,4.5,0.533757234
2,500,4,0.35252682
449,480,4,0.754851371
441,150,3.5,0.73585777
213,596,2,0.081976896
664,70,3.5,0.698399915
593,508,5,0.998547696
358,64,1,0.485170567
241,253,3,0.854781581
247,19,4,0.907219659
30,208,2,0.685076098
312,492,3,0.73145998
369,21,3,0.097043529
577,318,4.5,0.065605047
338,150,4,0.646890503
112,296,5,0.516152461
5,367,4,0.866449589
242,908,5,0.587637805
369,47,4,0.567336718
378,750,4,0.583459319
564,697,2,0.676262359
452,247,3,0.93257617
50,10,4,0.130618016
254,903,4,0.366087288
173,804,4,0.529716033
514,253,4,0.497149039
248,426,4,0.972810305
18,648,3,0.756343675
111,589,4.5,0.565055578
356,382,2.5,0.26827833
42,480,5,0.86907759
390,227,3,0.519885398
86,534,4,0.794461611
535,410,2,0.435229847
50,587,3,0.551173604
654,832,4.5,0.888716971
536,252,2,0.168610861
537,342,5,0.750527175
536,590,5,0.166566924
592,165,5,0.287851528
431,260,5,0.866596623
159,380,3,0.561521454
514,35,3,0.937112498
556,593,5,0.374193014
644,4,1,0.598044493
396,279,2,0.023186633
373,318,5,0.500513408
501,364,3.5,0.176137139
294,605,4,0.440737185
418,778,0.5,0.22325638
390,710,2,0.691129286
640,62,5,0.21846306
490,32,3,0.788417578
463,266,4,0.973864953
212,356,4,0.18910684
461,587,3,0.831829918
534,586,4,0.121642013
242,422,5,0.861115601
470,318,3,0.763127074
99,17,3,0.209862905
624,66,2,0.784230154
509,909,4,0.962045018
343,852,4,0.943865229
102,574,4,0.115996681
391,522,5,0.736396588
172,590,3,0.331076303
641,454,3,0.04117464
302,315,3,0.253461083
502,750,4,0.808715137
641,22,4,0.12364262
317,208,4,0.037479369
608,912,5,0.584164191
474,858,5,0.608997086
184,175,4,0.676826414
564,2,4,0.40601942
401,466,4,0.350217099
575,62,3,0.903773576
390,153,3,0.318912298
514,587,3,0.830874152
468,455,1,0.639584041
548,2,3,0.872137085
121,454,3,0.707028845
452,14,5,0.164052203
352,32,3.5,0.202551016
353,474,3,0.972155717
608,1,4,0.00019923
86,497,4,0.835402794
361,647,4,0.075577779
434,95,3,0.567528494
518,836,4,0.885986314
564,475,2,0.314267167
449,380,4,0.671303729
28,110,4,0.699589007
598,356,4,0.377391709
510,921,4,0.13091278
665,260,4,0.172772295
263,350,3,0.727789365
23,588,4,0.993395002
396,410,3,0.158434676
182,185,4,0.875447732
86,154,4,0.964964825
150,70,2.5,0.92714936
30,235,4,0.568144779
322,931,5,0.828157509
547,509,1,0.267441138
580,736,2,0.896127575
518,432,3,0.951428471
649,112,3,0.148302927
130,500,3.5,0.171568125
213,292,4,0.995558993
568,329,5,0.996865332
17,778,4.5,0.499414419
390,609,3,0.399242255
292,593,4.5,0.289067496
215,265,5,0.330315815
496,110,5,0.565149698
461,429,3,0.191557173
624,339,3,0.030305423
641,647,4,0.964849316
390,991,2,0.711606916
415,316,5,0.483341634
605,801,2,0.944790224
213,32,1.5,0.202774542
215,908,4,0.671135569
306,534,3,0.953336416
119,590,5,0.923121813
654,440,4,0.961339135
75,800,3,0.663350369
588,253,2,0.890513663
75,589,4,0.110331187
99,953,5,0.191157097
667,551,3,0.524855829
628,589,3,0.765539546
467,432,2,0.635763371
231,50,5,0.844288218
235,733,4.5,0.605201264
344,224,5,0.952053678
505,266,3,0.474671592
236,111,4.5,0.289393311
396,440,3,0.328481752
163,592,2.5,0.837432521
580,585,3,0.787340195
580,538,3,0.028742604
82,420,1,0.45920256
430,47,5,0.903631706
39,555,4,0.683657133
285,157,4,0.990797222
547,508,3,0.740795891
559,593,5,0.227808015
664,858,4,0.52931516
615,555,4.5,0.888630086
544,778,5,0.018248341
351,589,3,0.437084047
388,479,4,0.926036561
535,292,3,0.809254603
547,116,4.5,0.805812215
213,586,2,0.842461658
69,596,3,0.495358381
582,661,2.5,0.743175756
616,6,3,0.344805141
644,24,3,0.007523357
665,595,5,0.570049188
653,364,5,0.051509708
213,60,2,0.379044513
575,952,3,0.710087031
130,899,4.5,0.827215264
308,368,4,0.761427675
163,344,1.5,0.757520922
291,47,4.5,0.313692461
639,39,4,0.873357102
306,11,4,0.271262346
653,986,4,0.347682615
582,62,3.5,0.744182022
410,260,4.5,0.341383161
184,500,4,0.575107019
4,910,4,0.007813693
348,356,5,0.245667562
405,357,4,0.813853138
541,356,4,0.072692354
525,651,1,0.795621069
134,317,2.5,0.872369863
275,441,5,0.063269451
323,858,4.5,0.958184003
561,377,3,0.443255493
69,48,4.5,0.738075218
294,709,3,0.18212466
461,457,2.5,0.551958208
627,293,3.5,0.360093742
649,160,1,0.457878744
493,207,4,0.035374175
585,929,4,0.863309561
439,442,3,0.348101422
105,508,3.5,0.570819641
73,16,4,0.158744865
597,480,4,0.24642167
346,318,1,0.150551537
32,333,3,0.642700238
73,19,1.5,0.510617967
306,490,3,0.129163134
153,920,5,0.578840137
111,7,3.5,0.322154722
388,344,2,0.164797784
514,457,4,0.672193416
536,163,5,0.709551953
201,589,4,0.591390003
468,830,2,0.99693844
232,329,4,0.411350916
670,25,5,0.093538347
384,780,3,0.574383762
32,337,4,0.777873057
536,110,5,0.10688359
497,715,2,0.126698474
400,539,3,0.603812707
584,47,3.5,0.693904577
19,940,4,0.622037619
56,147,2,0.764010577
161,608,3,0.410449804
34,581,4,0.646048465
389,339,3,0.920636096
76,45,5,0.624549804
575,148,4,0.017709704
73,367,2,0.645780275
468,11,2,0.643285209
619,293,4,0.603146573
342,919,4,0.815321217
188,593,4,0.258911952
212,783,3.5,0.653819581
344,153,1,0.940229729
562,778,4,0.027741222
391,501,4,0.913118053
564,174,1,0.127364722
160,527,3,0.124176483
545,589,3,0.405838348
396,170,3,0.793023388
450,908,4,0.718193043
214,25,3,0.414759219
214,924,5,0.916340918
30,707,3,0.124400218
102,945,4,0.434335999
457,886,1.5,0.44444914
550,32,4,0.64349815
278,670,4,0.286782945
641,262,5,0.215932106
563,527,3,0.66241809
624,437,2,0.931255524
55,719,4,0.265074324
243,904,4,0.900010457
90,661,3,0.095527507
607,353,3,0.056368701
133,551,2.5,0.014847774
254,240,2,0.691345837
207,69,5,0.399903702
317,590,3,0.273529152
249,11,4,0.095093043
669,913,5,0.364251935
380,597,3,0.269407169
665,830,3,0.225056451
15,540,1.5,0.890434534
239,5,3,0.84177179
288,150,3,0.335108793
121,110,5,0.15332448
110,519,3,0.443669595
264,911,4,0.847142179
418,733,4,0.851818108
102,969,4,0.929617165
496,540,3,0.378878587
664,741,4,0.735223332
580,908,4,0.590785934
623,150,4,0.396821463
165,111,4,0.550318732
191,454,3,0.997796928
588,329,3,0.326992934
9,515,4,0.498690896
292,32,4.5,0.552742482
85,186,3,0.284452539
19,74,3,0.727100393
603,300,3,0.768547407
380,32,5,0.966774661
624,2,3,0.483140872
472,232,3,0.922299502
641,79,3,0.258969501
268,454,3.5,0.663277893
19,663,4,0.908944129
58,940,2,0.270734513
405,648,2,0.105154805
654,296,5,0.909656768
285,185,3,0.826093318
15,440,2.5,0.389972395
480,356,2,0.270191779
302,435,2,0.980450877
48,480,3.5,0.45874405
177,196,3,0.447376575
93,337,4,0.239393038
85,2,5,0.289273735
292,260,4.5,0.907950923
328,260,4,0.359899201
329,1,5,0.673509948
102,778,4,0.610020822
561,208,2.5,0.348420144
330,508,3,0.623904234
509,357,3,0.528934075
536,315,4,0.351600145
261,110,5,0.816256338
529,356,3,0.915966677
373,348,4,0.728076516
312,231,4,0.149781135
413,62,4,0.134244364
605,838,3,0.003993126
344,507,4,0.651794378
650,32,3,0.676779778
385,50,5,0.43355485
639,296,4,0.228105844
509,529,4,0.025379718
607,19,1.5,0.471588987
149,337,3.5,0.405878023
584,110,5,0.802730648
249,10,4,0.635142582
212,333,2,0.8841747
449,595,4,0.897806851
564,335,3,0.013569534
85,520,3,0.889450808
334,260,4,0.841861549
629,586,5,0.747440931
112,802,4,0.66737227
294,915,3,0.417379865
128,160,4,0.927953518
380,104,4,0.64080882
577,597,3,0.893769567
312,1,5,0.748418245
599,356,4,0.972154753
450,296,5,0.429873426
133,593,0.5,0.517770232
195,426,3,0.401106358
119,235,4,0.977161856
295,597,4.5,0.685539042
671,588,4,0.442458007
452,306,5,0.568145123
150,39,2.5,0.067622437
293,110,3.5,0.374367911
161,434,3,0.581145369
415,356,3,0.365164896
30,597,4,0.749560338
452,249,3,0.225972047
537,590,5,0.884108267
281,597,4,0.044751533
402,596,3,0.676232489
242,919,5,0.167057731
495,292,5,0.655944715
384,648,4,0.390828791
15,1,2,0.167988557
605,905,5,0.977676888
487,371,4,0.041333652
514,14,3,0.212576723
666,590,5,0.260637521
655,18,4,0.978283607
322,451,4,0.782826778
303,253,3,0.979468173
666,539,1,0.820391743
5,440,4,0.77095484
311,491,1,0.170263415
559,637,3,0.032472781
372,357,4,0.393942163
641,261,5,0.392778835
159,904,5,0.840463014
659,597,3,0.448921586
452,11,4,0.175300911
624,165,4,0.885014228
15,457,5,0.646565833
267,296,5,0.83391364
358,838,2,0.282589546
495,367,4,0.559734683
347,858,4,0.426556471
292,527,5,0.69342707
460,47,2.5,0.426860386
529,337,4,0.800311391
664,353,4,0.764217196
562,736,3.5,0.63287124
217,315,1,0.312550197
86,229,4,0.697164526
487,273,4,0.574017845
647,306,4,0.879166097
266,592,3,0.796443381
121,246,5,0.466460441
407,319,4,0.759021025
608,348,5,0.976471635
177,780,5,0.279959427
293,356,3.5,0.414152158
518,924,3,0.190151857
281,903,5,0.413505422
208,356,4.5,0.705378207
518,899,5,0.225881049
306,25,4,0.258131146
514,733,3,0.211525941
602,497,5,0.444467266
185,788,2,0.691933446
468,2,2,0.168487817
247,466,2,0.005127544
15,803,4.5,0.482465263
391,162,5,0.372137983
649,608,5,0.416482131
353,648,1.5,0.954070592
108,225,3,0.891081126
295,589,5,0.043483359
110,374,4,0.398303488
121,10,3,0.420970897
602,364,5,0.561693471
105,468,3,0.945502927
99,720,5,0.764891221
386,435,1,0.282848099
288,520,5,0.033694935
285,293,5,0.506060675
392,169,1.5,0.454223209
288,553,3,0.084700179
119,41,4,0.266851719
308,780,3,0.271917112
618,50,5,0.282920408
151,32,5,0.558887074
452,708,3,0.320387586
662,586,4,0.840155352
425,266,4,0.413155581
384,361,2.5,0.688298609
390,785,3,0.048959106
409,223,4,0.378186707
388,104,2,0.91404832
306,380,5,0.030840056
452,164,3,0.262041156
409,213,5,0.916659228
330,150,2,0.411513302
375,165,3,0.7245829
654,542,3.5,0.364569362
165,158,2,0.807951228
73,610,1.5,0.942086953
514,596,4,0.99338755
547,562,0.5,0.030631943
240,595,3.5,0.437133167
119,849,1,0.895232858
327,288,3,0.455206355
545,549,5,0.494794556
172,592,3,0.526349469
575,1,3,0.55944969
194,736,4,0.647096093
461,780,1.5,0.196365014
182,110,5,0.084751775
19,35,3,0.45696451
668,318,4,0.533640582
559,589,5,0.034673445
67,664,3,0.633001408
95,9,3,0.481209527
20,592,4,0.915266049
247,153,3,0.335109721
188,374,3,0.568069577
487,527,5,0.402586285
596,356,5,0.790916109
569,942,4,0.19894118
522,673,2.5,0.9017289
423,165,2.5,0.824316663
177,519,2,0.373946589
90,986,4,0.80735852
353,736,1.5,0.449281088
86,419,3,0.493103739
125,367,2,0.547668983
59,318,2.5,0.123700873
70,784,3,0.015408582
550,353,4,0.256719816
461,480,5,0.584346222
102,507,3,0.30836722
19,262,5,0.818826728
119,788,4,0.527651827
81,904,4,0.588454112
318,760,2,0.178154035
93,368,3.5,0.227586678
654,256,3,0.538490561
254,72,4,0.179054124
161,141,5,0.206811389
423,903,4.5,0.765325522
285,592,4,0.578220134
30,782,3,0.735204719
222,938,5,0.999762656
435,593,4,0.810295081
468,170,2,0.180339253
311,780,4.5,0.279456831
600,588,5,0.249987965
313,110,5,0.306141733
426,593,3.5,0.676394873
328,919,4,0.834891103
442,110,4.5,0.743113035
562,19,3,0.026030249
505,590,3,0.626940671
92,1,5,0.372202583
161,204,3,0.141853935
530,1,5,0.924972667
73,588,5,0.668449482
294,588,5,0.177031674
564,277,3,0.198585134
110,466,5,0.530681381
352,316,3,0.456931768
534,547,4,0.134083118
659,162,4,0.082955627
114,592,3,0.912779809
587,475,4,0.798078963
236,590,3,0.51144251
103,593,5,0.474638822
194,356,5,0.511797897
233,762,3,0.393015789
536,253,4,0.028240462
633,316,2,0.75694701
409,153,3,0.737037546
91,356,5,0.037693534
518,9,4,0.380150254
93,588,3,0.494527258
432,47,5,0.756760457
358,440,4,0.365812012
19,969,5,0.699495899
658,800,3,0.652880003
461,919,3.5,0.423075569
547,480,3,0.25769317
294,412,4,0.373726344
159,733,2.5,0.129523969
50,420,3,0.919617042
314,593,4.5,0.226477092
487,179,3,0.121041842
580,502,1.5,0.86651604
547,344,0.5,0.318010058
277,318,5,0.305315624
233,7,3,0.745284145
56,922,4,0.514371704
640,631,5,0.828544839
502,605,3,0.75287386
508,261,3,0.693861863
478,293,3.5,0.195785707
19,371,3,0.521819664
306,902,4,0.372927754
288,6,3,0.312779988
641,3,3,0.513237983
295,377,4,0.310389216
36,480,3,0.082934266
641,116,5,0.272586997
15,237,3.5,0.549031766
447,19,3,0.636646925
435,32,5,0.176288183
553,555,2.5,0.597164681
434,804,4,0.674940273
452,144,3,0.767243759
224,494,4,0.738450929
358,58,5,0.376867679
443,356,4.5,0.82724291
75,509,0.5,0.573599316
247,377,4,0.551479421
614,589,3,0.270574855
514,412,3,0.308153598
472,661,4,0.104520136
55,761,2,0.235454244
279,318,5,0.883826014
73,940,4.5,0.169104591
105,539,3,0.190585988
177,319,4,0.111951894
294,92,3.5,0.825350121
452,778,4,0.3031719
518,519,2,0.015856704
134,592,4,0.019671915
17,608,3.5,0.01832379
143,225,1,0.827786993
521,471,3.5,0.226029426
468,252,2,0.279174149
447,454,4,0.25024871
152,778,2,0.972634222
232,420,2,0.661830872
295,95,4,0.826281659
150,60,2.5,0.436069835
485,362,4.5,0.20986473
39,434,4,0.282124188
453,173,3,0.362193691
503,356,4,0.791239136
159,457,3,0.872841371
480,481,3,0.512412209
529,914,3,0.329668805
487,253,3,0.498936864
211,733,4,0.96752255
265,913,5,0.035968591
391,302,4,0.096266838
285,485,2,0.511835645
332,158,0.5,0.936163865
629,266,3,0.780910398
110,31,4,0.584906707
177,861,4,0.205311187
516,382,4,0.204201382
534,70,2,0.739886326
564,103,5,0.907663499
306,540,3,0.247978672
328,588,3.5,0.725255148
621,296,4.5,0.359170629
666,434,2,0.144644325
461,413,1.5,0.95522165
67,104,3,0.540322351
353,434,1.5,0.596191743
652,22,4,0.751061138
447,300,3,0.382230013
150,832,3.5,0.179732705
211,780,4,0.192817801
254,953,3,0.921473038
452,307,5,0.017703327
2,261,4,0.334238876
463,50,5,0.860263894
657,595,3,0.044170734
534,89,4,0.633974803
161,440,4,0.449246756
2,661,4,0.742586513
602,587,4,0.037823861
211,778,4,0.416309085
311,34,4.5,0.055011549
92,344,2,0.334774978
8,520,3.5,0.773648774
279,10,3,0.449293592
547,750,5,0.045035863
516,329,3,0.436334679
144,480,4,0.204164238
556,500,4,0.457364533
564,244,3,0.344477369
239,688,2,0.799013687
287,2,5,0.94548121
561,216,3,0.194565291
564,365,3,0.844006706
8,45,2.5,0.86534733
19,785,3,0.227869023
575,57,3,0.080677613
440,356,4,0.655222635
547,125,5,0.169051664
510,356,3,0.160993976
105,589,3.5,0.787807107
649,457,4,0.663955534
99,527,4,0.900104128
30,419,2,0.05896132
452,305,3,0.427057081
381,480,3,0.319464951
654,527,5,0.585422085
509,180,2,0.468693705
472,769,3,0.295118856
389,135,4,0.730871425
213,7,2,0.404999675
590,342,4,0.903782363
70,63,4,0.963813968
82,296,5,0.052653485
338,318,4,0.05625908
521,236,3.5,0.253626481
17,223,2.5,0.334735879
266,39,5,0.527789965
468,913,4,0.796809431
247,370,3,0.316245448
247,317,3,0.786161814
590,589,4,0.925553918
245,556,5,0.595068979
224,249,4,0.31245126
4,588,5,0.497518467
607,457,4,0.139323532
585,945,5,0.935288467
314,1,2,0.013892113
318,605,3,0.364192242
536,344,5,0.335038917
505,457,3,0.79960811
574,500,3,0.551740811
402,364,4,0.444728484
408,32,4,0.731029544
30,364,3,0.010924518
235,222,4.5,0.916026423
369,292,3,0.806259681
330,300,3,0.073263391
34,110,4,0.259819091
294,39,4,0.657603162
186,31,3,0.517530138
452,312,3,0.761578386
270,260,4,0.017532689
461,539,3.5,0.381260094
239,516,4,0.953983964
370,32,4.5,0.955873636
385,468,4,0.504999751
380,196,2,0.043517321
322,903,5,0.686836087
452,921,3,0.423006744
462,539,3,0.712697486
518,441,1,0.402978147
531,590,2,0.70857951
86,596,4,0.271508705
588,25,4,0.275553905
518,529,4,0.07417315
533,292,4,0.511709025
635,111,3.5,0.703619253
155,110,4,0.657811862
518,828,4,0.008949889
385,342,3,0.352429104
102,314,2,0.538209705
629,588,3,0.772234872
254,9,3,0.387163545
550,593,4,0.200801202
495,329,4,0.991205674
496,588,4,0.721996707
164,441,4,0.431827513
505,608,3,0.719163555
606,661,3,0.972718274
452,150,4,0.494672979
154,783,3,0.911717688
665,105,1,0.96336003
119,943,4,0.102286271
396,289,3,0.741976203
529,448,4,0.40157091
290,455,3,0.026122921
649,349,3,0.644652415
224,314,4,0.880121227
388,543,3,0.11282549
428,34,3,0.62239771
295,434,4,0.1210089
177,165,5,0.214276616
73,704,3,0.832541567
85,610,3,0.793650536
547,495,4,0.607712858
537,539,5,0.666177555
220,34,4,0.851872467
367,440,4,0.371341123
496,317,3,0.191293991
459,79,2,0.087851114
447,17,3,0.706904725
261,780,4.5,0.806165397
110,415,3,0.811533593
191,590,4,0.669891218
640,74,4,0.446560294
73,47,5,0.723039934
308,466,4,0.251684876
99,736,3,0.719069183
34,293,4,0.253620194
452,19,1,0.518421125
518,34,5,0.762274224
590,253,3,0.843408228
666,110,2,0.82898181
150,586,2.5,0.050365488
174,168,4,0.745038082
138,296,4.5,0.51711512
242,300,4,0.409762468
590,527,4,0.671278573
491,299,2,0.748816315
547,685,1.5,0.595889278
165,546,1,0.345406428
659,500,5,0.163061464
224,82,4,0.674175892
294,193,3,0.149938593
268,357,2,0.402497518
73,428,4,0.985699568
15,466,2.5,0.647867728
596,32,5,0.362467781
665,516,2,0.34350576
67,711,3,0.09179323
516,13,3,0.034860727
407,223,4,0.958128643
391,45,3,0.500241716
396,17,4,0.591486523
215,904,4,0.416382262
358,224,4,0.390695104
408,21,5,0.895112335
380,150,4,0.265381325
18,640,3,0.838689511
121,17,5,0.287613065
128,39,4,0.070756842
468,19,1.5,0.010604086
641,207,3,0.376218428
157,235,4.5,0.940589308
580,410,2.5,0.594083774
152,597,2,0.284885609
241,318,4,0.879609945
279,316,3,0.343780666
360,924,4,0.093611652
119,141,4,0.818465917
547,994,5,0.028082624
375,288,4,0.547290499
386,450,3,0.923408045
509,785,2,0.999628072
636,52,2,0.308353573
64,590,5,0.645861639
247,349,4,0.777232382
461,196,2,0.233575787
590,32,3,0.032161652
391,590,3,0.023046733
21,914,5,0.973935596
125,912,5,0.665056486
68,318,4,0.933821529
588,288,3,0.070369316
468,1,4,0.918018163
562,589,5,0.552838354
595,912,3,0.331687192
134,552,2,0.499032365
311,362,3,0.786350362
80,50,3,0.777571084
657,153,2,0.299824362
354,344,2,0.312499081
36,249,4,0.569983766
235,292,5,0.145941512
253,231,4.5,0.953739232
114,457,5,0.311337164
516,317,3,0.719267434
381,412,4,0.373552762
173,260,5,0.221358613
305,480,2,0.859823624
275,745,4.5,0.675988714
605,942,5,0.802275275
496,724,3,0.37725861
85,165,4,0.74622529
65,920,2,0.81807271
223,736,3,0.406602644
408,919,3,0.491986575
242,534,4,0.484653011
108,185,3,0.899660134
460,911,4,0.684257944
543,1,5,0.625807528
150,785,3.5,0.060517936
452,111,4,0.499401226
85,288,4,0.341856587
157,267,2.5,0.559769092
603,370,4,0.986464969
285,440,3,0.172758727
50,368,4,0.460356085
252,733,5,0.472761882
128,455,4,0.454179087
623,648,4,0.634226118
22,173,1.5,0.242968201
119,785,4,0.910638099
87,780,3,0.14970996
605,105,2,0.171234402
487,421,4,0.795071181
475,589,4.5,0.488046118
570,296,5,0.541862045
169,838,3.5,0.301638354
19,954,4,0.242351908
487,89,3,0.769648114
461,338,1,0.857992556
661,481,3.5,0.309616903
67,318,5,0.429860756
380,367,3,0.995098153
182,343,3,0.595494005
418,357,3.5,0.433067607
375,344,2,0.453714103
241,595,3,0.35832583
559,34,4,0.135313347
554,527,5,0.854177197
613,750,3.5,0.109083057
97,356,2.5,0.950217864
550,494,3,0.475460244
534,164,3,0.773351429
57,380,4,0.966293123
262,319,2.5,0.875062218
138,527,4,0.551771477
452,597,3,0.743538003
396,551,3,0.557440593
389,225,2,0.013185853
595,535,5,0.602657695
400,316,3,0.512416489
214,50,5,0.328756445
452,293,3,0.793876066
18,608,4,0.417169928
152,377,3.5,0.617848566
188,93,3,0.169195396
575,350,3,0.526787656
355,19,3,0.048373346
660,356,3,0.918393927
432,858,5,0.986581257
102,898,5,0.975700402
419,105,3.5,0.335740027
517,367,4,0.339097371
242,448,4,0.094088603
391,506,3,0.755547667
495,587,5,0.29101407
596,1,3.5,0.355927729
585,903,5,0.599626092
359,364,4.5,0.684065372
528,266,3.5,0.197484831
200,597,4,0.365162266
382,605,4,0.468198466
306,319,4,0.762815116
533,361,4,0.751128751
86,160,2,0.235373118
262,307,3,0.828935805
548,357,3,0.217592479
627,648,3.5,0.312326565
484,719,4,0.196892466
148,585,2.5,0.321832041
525,356,3,0.942324156
247,185,3,0.628841429
537,910,4,0.44266548
361,1,3,0.465328659
590,231,3,0.149434057
537,750,5,0.916072072
390,830,4,0.156379815
182,224,3,0.132867879
102,913,4,0.926966017
509,356,4,0.294703627
213,170,3,0.648823392
559,765,3,0.141894045
391,318,5,0.73347856
223,102,3,0.614570384
15,329,1.5,0.950929089
605,110,3,0.70475456
564,267,2,0.9239075
111,587,1.5,0.698179551
182,9,3,0.899502288
496,71,5,0.079174824
509,223,4,0.771179789
239,429,5,0.964446236
538,153,3,0.625597012
217,370,5,0.973395081
641,543,3,0.372958572
463,595,5,0.837333504
92,435,3,0.798228243
55,376,4,0.132087193
564,830,4,0.886668842
659,198,2,0.71089145
514,365,4,0.644166699
575,491,4,0.752783207
496,419,3,0.064543644
390,65,2,0.55727651
194,44,3,0.618376668
619,50,5,0.522763677
562,293,4.5,0.618265692
507,745,5,0.338620196
146,318,4.5,0.040334825
396,593,5,0.652606124
522,858,4.5,0.538370323
358,597,4,0.410219782
168,165,3,0.00140731
548,50,4,0.393153214
63,150,4,0.425542079
213,552,4,0.495213956
212,934,3,0.665525358
19,57,3,0.394199734
351,858,5,0.475274553
19,373,4,0.617655746
294,551,3.5,0.892800181
507,648,4,0.17476492
537,954,4,0.356676006
656,588,5,0.364050532
442,597,4.5,0.067133429
495,457,5,0.517804825
3,588,3,0.111604916
502,25,5,0.343751901
357,272,4,0.756570982
561,596,1.5,0.951235785
86,369,4,0.944794633
450,778,4.5,0.601694704
21,151,4,0.672894599
47,292,5,0.55125362
241,457,3,0.499362396
187,837,2.5,0.742801786
565,480,4,0.989236185
102,280,4,0.36515482
539,265,4,0.155358419
441,110,3,0.923027729
85,177,2,0.551458387
330,132,1,0.298707685
659,35,3,0.712257376
235,47,3,0.945881412
239,520,4,0.13214641
496,528,3,0.810719607
580,527,4,0.917384292
358,485,2,0.213301671
630,593,2,0.311958912
176,337,2.5,0.045199039
178,951,2.5,0.391983928
306,342,3,0.639384189
442,25,1,0.135442409
125,50,5,0.528375325
311,786,3,0.998804763
282,32,3.5,0.760115053
236,780,2,0.754452323
602,296,5,0.905730249
487,218,4,0.251926827
577,22,3,0.597297834
452,62,3,0.997668008
232,296,5,0.529071103
338,39,3,0.81381794
514,910,4,0.331161019
626,260,3,0.983944376
511,223,4,0.388569827
537,368,4,0.329709546
665,852,3,0.986626983
86,595,3,0.398658609
603,104,4,0.132594549
157,2,2.5,0.34496252
547,17,5,0.630928712
446,318,5,0.598401689
214,648,3,0.940985803
514,448,4,0.6723743
559,110,5,0.884161016
68,590,3.5,0.481970935
330,231,2,0.323554264
607,224,4.5,0.882342314
77,6,3.5,0.353767557
302,165,3,0.741569553
313,736,3,0.933680348
420,953,3,0.817332863
416,253,3,0.742632678
649,4,3,0.503130794
510,750,5,0.718863899
338,236,3,0.729781835
546,145,3,0.533797989
182,360,3,0.723642505
452,223,2,0.551773936
619,276,3,0.336926923
323,315,3.5,0.414747545
263,168,3,0.169558739
626,968,4,0.084797519
593,141,5,0.184823232
175,783,3,0.351916258
530,260,5,0.185731867
86,500,3,0.25141178
293,1,4,0.293254077
590,442,3,0.457992153
243,151,3,0.616677873
564,849,5,0.063489977
645,266,3.5,0.312976278
420,616,3,0.5171221
219,414,3,0.090764127
596,783,2.5,0.421255315
582,364,4,0.799356803
120,780,3.5,0.372497201
439,465,3,0.312169553
357,410,3,0.292627666
585,34,4,0.19372635
19,468,4,0.858750092
143,432,1,0.821609571
174,186,3.5,0.280743255
569,912,5,0.205431014
664,924,4,0.151518504
548,588,3,0.942890084
516,316,3,0.021986914
400,50,5,0.30086546
608,589,4,0.99022827
486,480,3.5,0.25143488
457,368,1,0.894968099
85,160,3,0.708151861
468,898,3.5,0.959347619
128,362,5,0.540997696
319,589,3,0.715578946
243,480,2.5,0.964594212
551,637,4,0.157119366
550,904,5,0.747794309
232,944,4,0.858811438
508,457,5,0.024396157
284,852,3,0.301332018
77,592,3.5,0.653472918
595,586,4,0.191864641
369,185,3,0.767897267
344,543,4,0.041891657
247,327,2,0.940419406
87,260,4,0.288444739
47,593,5,0.363095547
514,551,3,0.092803762
665,902,3,0.703762319
548,21,3,0.98301018
388,750,4,0.435807224
546,272,5,0.198602643
304,778,5,0.938892131
518,733,5,0.105808474
232,458,4,0.847286799
21,858,4,0.72675198
306,176,3,0.348337408
575,224,4,0.955817237
605,36,1,0.559546909
481,933,5,0.389115693
67,62,3,0.938107496
654,366,4,0.483592288
550,296,5,0.695835749
232,946,3,0.798655979
199,173,4,0.688643283
431,912,4,0.435790166
387,942,5,0.063025654
430,19,2,0.677560863
357,58,5,0.922080228
188,296,5,0.117625937
614,52,4,0.551846023
110,303,3,0.317006265
56,942,2,0.036420069
73,514,3.5,0.315321279
537,11,3,0.798111096
119,780,3,0.664023673
564,633,4,0.720946617
248,750,5,0.200379117
60,466,4,0.676976936
514,435,3,0.344937947
510,428,4,0.171929875
304,150,4,0.994802189
654,344,4.5,0.270935983
641,440,5,0.726513949
452,802,4,0.633255799
284,32,4,0.453296312
242,16,5,0.856419086
39,426,3,0.395846355
614,928,5,0.720957343
502,608,5,0.49395763
505,261,3,0.049136305
590,344,3,0.025014627
527,296,3,0.695053971
586,165,3.5,0.790434761
294,455,3.5,0.352517484
301,203,4,0.777411377
105,912,3.5,0.885043567
30,410,4,0.819763761
115,160,2,0.209034022
430,593,4,0.062595007
331,527,4.5,0.30158272
457,223,3.5,0.24206756
434,107,2,0.379518282
88,778,4.5,0.315751235
487,252,3,0.721048332
121,364,4,0.759091253
285,479,3,0.955639664
654,370,4,0.708800817
471,186,3,0.903863694
624,316,3,0.958675133
387,915,5,0.025754616
31,296,4.5,0.39704943
47,2,5,0.577199411
201,235,1,0.608189544
217,104,4.5,0.943824175
312,866,5,0.183541933
